Tanggal,Sumber,Judul,Link,Sentimen_Draft
24-12-2018,CNBC Indonesia,"Malam Natal, Harga Minyak Melemah Semakin DalamMarket7 tahun yang lalu",https://www.cnbcindonesia.com/market/20181224191820-17-47827/malam-natal-harga-minyak-melemah-semakin-dalam,Negative
12-01-2020,Bisnis.com,Menaker Ida Canangkan Bulan K3 Nasional Tahun 202012 Jan 2020 | 22:22 WIB,https://ekonomi.bisnis.com/read/20200112/12/1189370/menaker-ida-canangkan-bulan-k3-nasional-tahun-2020,Neutral
22-04-2021,Bisnis.com,"Kurangi Emisi Karbon, Grab Perluas Ekosistem Kendaraan Listrik",https://ekonomi.bisnis.com/read/20210422/98/1385068/kurangi-emisi-karbon-grab-perluas-ekosistem-kendaraan-listrik,Positive
19-04-2022,Bisnis.com,Catat! Ini Tanggal Favorit Arus Mudik Lebaran Pakai Kereta Api19 Apr 2022 | 21:58 WIB,https://ekonomi.bisnis.com/read/20220419/98/1524694/catat-ini-tanggal-favorit-arus-mudik-lebaran-pakai-kereta-api,Neutral
05-08-2018,Bisnis.com,Pemerintah Finalisasi Draf RPP E-Commerce05 Agt 2018 | 21:43 WIB,https://ekonomi.bisnis.com/read/20180805/9/824489/pemerintah-finalisasi-draf-rpp-e-commerce,Neutral
25-01-2019,Bisnis.com,Inspirasi Busana Imlek Penuh Warna,https://lifestyle.bisnis.com/read/20190125/104/882581/inspirasi-busana-imlek-penuh-warna,Neutral
09-02-2022,Bisnis.com,Kejagung Segera Tentukan Nasib Kasus Krakatau Steel (KRAS)09 Feb 2022 | 21:37 WIB,https://market.bisnis.com/read/20220209/192/1498720/kejagung-segera-tentukan-nasib-kasus-krakatau-steel-kras,Neutral
13-02-2022,Bisnis.com,Ini Sektor Properti yang Dinilai Prospektif Pada 2022,https://ekonomi.bisnis.com/read/20220213/47/1499900/ini-sektor-properti-yang-dinilai-prospektif-pada-2022,Positive
20-06-2025,Bisnis.com,Riset YouGov: Mayoritas Generasi Sandwich RI Makin Banyak Utang20 Jun 2025 | 21:24 WIB,https://finansial.bisnis.com/read/20250620/563/1886873/riset-yougov-mayoritas-generasi-sandwich-ri-makin-banyak-utang,Negative
14-08-2018,Bisnis.com,Impor Bahan Baku Susu Bakal Dapat Insentif14 Agt 2018 | 21:28 WIB,https://ekonomi.bisnis.com/read/20180814/257/828121/impor-bahan-baku-susu-bakal-dapat-insentif,Neutral
27-02-2025,Bisnis.com,Daihatsu Siap Produksi Kendaraan Listrik di Pabrik Karawang pada 202527 Feb 2025 | 20:55 WIB,https://otomotif.bisnis.com/read/20250227/275/1843178/daihatsu-siap-produksi-kendaraan-listrik-di-pabrik-karawang-pada-2025,Neutral
14-07-2019,Bisnis.com,"Hari Pertama Sekolah, PNS DKI Jakarta Boleh Datang Terlambat14 Jul 2019 | 21:14 WIB",https://jakarta.bisnis.com/read/20190714/77/1124044/hari-pertama-sekolah-pns-dki-jakarta-boleh-datang-terlambat,Neutral
21-02-2024,Bisnis.com,"Jamin Asuransi Satelit Merah Putih 2, Jasindo Ungkap Besaran Premi Sesuai Risiko21 Feb 2024 | 20:31 WIB",https://finansial.bisnis.com/read/20240221/215/1742974/jamin-asuransi-satelit-merah-putih-2-jasindo-ungkap-besaran-premi-sesuai-risiko,Neutral
23-02-2019,CNBC Indonesia,Mohon Maaf! Penguna Iphone Belum Bisa Gunakan BCA KeyboardTech7 tahun yang lalu,https://www.cnbcindonesia.com/tech/20190223182533-37-57297/mohon-maaf-penguna-iphone-belum-bisa-gunakan-bca-keyboard,Neutral
23-05-2019,Bisnis.com,"Jadikan Kuala Tanjung Transshipment Port, Temas Rutin Sandar Tiap 2 Pekan",https://ekonomi.bisnis.com/read/20190523/98/926746/jadikan-kuala-tanjung-transshipment-port-temas-rutin-sandar-tiap-2-pekan,Neutral
28-06-2022,Bisnis.com,"Fitch: Pertumbuhan Ekonomi Indonesia Diprediksi 5,6 Persen pada 2022",https://ekonomi.bisnis.com/read/20220628/9/1549158/fitch-pertumbuhan-ekonomi-indonesia-diprediksi-56-persen-pada-2022,Positive
19-05-2019,Bisnis.com,"Golkar Ingin Kursi MPR, Jokowi : Wajar19 Mei 2019 | 19:55 WIB",https://kabar24.bisnis.com/read/20190519/15/924516/golkar-ingin-kursi-mpr-jokowi-wajar,Neutral
22-12-2020,Bisnis.com,Santa Claus Rally Emiten Bank & Prospek IHSG Jelang Natal22 Des 2020 | 22:52 WIB,https://market.bisnis.com/read/20201222/189/1334511/santa-claus-rally-emiten-bank-prospek-ihsg-jelang-natal,Positive
29-03-2025,Bisnis.com,SUTT 150 kV Kolonodale - Tentena dan GI 150 kV Kolonodale di Sulteng Resmi Beroperasi,https://sulawesi.bisnis.com/read/20250329/539/1865737/sutt-150-kv-kolonodale-tentena-dan-gi-150-kv-kolonodale-di-sulteng-resmi-beroperasi,Neutral
04-06-2024,Bisnis.com,Defend ID Signs Defense Joint Venture with Thales,https://premium.bisnis.com/read/20240604/664/1847728/defend-id-signs-defense-joint-venture-with-thales,Neutral
03-06-2021,Bisnis.com,"Hasil Prancis Terbuka, Barty & Pliskova Kandas di Putaran Kedua",https://bola.bisnis.com/read/20210603/60/1401197/hasil-prancis-terbuka-barty-pliskova-kandas-di-putaran-kedua,Neutral
09-06-2018,Bisnis.com,Tamu Asing Menginap Lebih Lama Dibandingkan Tamu Domestik di Hotel Kalbar09 Jun 2018 | 19:09 WIB,https://kalimantan.bisnis.com/read/20180609/408/804856/tamu-asing-menginap-lebih-lama-dibandingkan-tamu-domestik-di-hotel-kalbar,Neutral
09-06-2021,Bisnis.com,"Private Placement, Matahari Putra Prima Incar Minimal Rp671 Miliar09 Jun 2021 | 20:22 WIB",https://market.bisnis.com/read/20210609/192/1403489/private-placement-matahari-putra-prima-incar-minimal-rp671-miliar,Neutral
08-06-2020,Bisnis.com,Giling Tebu Pabrik Gula Pesantren Baru Adopsi Protokol Kesehatan,https://surabaya.bisnis.com/read/20200608/532/1250105/giling-tebu-pabrik-gula-pesantren-baru-adopsi-protokol-kesehatan,Neutral
20-01-2020,Bisnis.com,Hewan Ternak di Ponjong dan Rongkop Diisolasi,https://semarang.bisnis.com/read/20200120/535/1192172/hewan-ternak-di-ponjong-dan-rongkop-diisolasi,Neutral
10-02-2021,Bisnis.com,Eijkman Ungkap Kriteria Penentu Negosiasi Vaksin Covid-19,https://ekonomi.bisnis.com/read/20210210/12/1354988/eijkman-ungkap-kriteria-penentu-negosiasi-vaksin-covid-19,negative
01-03-2021,Bisnis.com,"Agen Real Estate ERA Indonesia IPO, Lepas 20 Persen Saham",https://market.bisnis.com/read/20210301/189/1362434/agen-real-estate-era-indonesia-ipo-lepas-20-persen-saham,Neutral
04-02-2022,Bisnis.com,Agroforestri di Perhutanan Sosial Rentan Disusupi04 Feb 2022 | 23:30 WIB,https://premium.bisnis.com/read/20220204/658/1857121/agroforestri-di-perhutanan-sosial-rentan-disusupi,Neutral
22-04-2020,Bisnis.com,"Angkasa Pura II Pangkas Target Pendapatan Jadi Rp7,6 Triliun22 Apr 2020 | 23:33 WIB",https://ekonomi.bisnis.com/read/20200422/98/1231392/angkasa-pura-ii-pangkas-target-pendapatan-jadi-rp76-triliun,Neutral
26-03-2022,Bisnis.com,Kota Pekalongan Andalkan Posyandu untuk Tangani Stunting26 Mar 2022 | 21:33 WIB,https://semarang.bisnis.com/read/20220326/535/1515109/kota-pekalongan-andalkan-posyandu-untuk-tangani-stunting,Neutral
03-01-2019,Bisnis.com,BERAS KITA: Bulog harus Berani Berpromosi di Ritel Modern,https://ekonomi.bisnis.com/read/20190103/12/875241/beras-kita-bulog-harus-berani-berpromosi-di-ritel-modern,Neutral
16-05-2023,Bisnis.com,"Hilirisasi Pertanian Belum Optimal, Perlu Peta Komoditas di Jatim16 Mei 2023 | 23:25 WIB",https://surabaya.bisnis.com/read/20230516/531/1656672/hilirisasi-pertanian-belum-optimal-perlu-peta-komoditas-di-jatim,Neutral
14-02-2020,Bisnis.com,Ingin Memulai Bisnis Laundry? Ini Perhitungan Usahanya,https://entrepreneur.bisnis.com/read/20200214/263/1201745/ingin-memulai-bisnis-laundry-ini-perhitungan-usahanya,Neutral
26-02-2018,Bisnis.com,"Bandara Bali Utara Tunggu Penentuan Lokasi, 16 Investor Siap Danai26 Feb 2018 | 21:39 WIB",https://kabar24.bisnis.com/read/20180226/78/743444/bandara-bali-utara-tunggu-penentuan-lokasi-16-investor-siap-danai,Neutral
12-06-2019,Bisnis.com,"Inflasi AS Melambat, the Fed Diprediksi Kian Dovish",https://ekonomi.bisnis.com/read/20190612/9/933177/inflasi-as-melambat-fed-diprediksi-kian-dovish,Neutral
06-05-2021,Bisnis.com,"Najwa Shihab Dirawat di Rumah Sakit, Kasih 10 Tips Saat Opname06 Mei 2021 | 22:18 WIB",https://lifestyle.bisnis.com/read/20210506/226/1391466/najwa-shihab-dirawat-di-rumah-sakit-kasih-10-tips-saat-opname,Neutral
11-07-2018,Bisnis.com,Pemerintah Siapkan Payung & Topi Untuk Jamaah Haji Reguler Indonesia11 Jul 2018 | 22:58 WIB,https://kabar24.bisnis.com/read/20180711/15/815685/pemerintah-siapkan-payung-topi-untuk-jamaah-haji-reguler-indonesia,Neutral
25-06-2021,Bisnis.com,Bupati Pasuruan Minta Klaster Prigen jadi Perhatian Masyarakat25 Jun 2021 | 21:03 WIB,https://surabaya.bisnis.com/read/20210625/531/1410157/bupati-pasuruan-minta-klaster-prigen-jadi-perhatian-masyarakat,Neutral
13-02-2021,Bisnis.com,"Gempa Magnituo 7,1 Mengguncang Fukushima Jepang13 Feb 2021 | 22:07 WIB",https://kabar24.bisnis.com/read/20210213/19/1355890/gempa-magnituo-71-mengguncang-fukushima-jepang,Neutral
04-01-2024,Bisnis.com,PLN Nusantara Power Kebut Implementasi Digitalisasi Pembangkit Listrik,https://surabaya.bisnis.com/read/20240104/531/1729595/pln-nusantara-power-kebut-implementasi-digitalisasi-pembangkit-listrik,Neutral
26-08-2025,Bisnis.com,"Data Program 3 Juta Rumah Belum Sinkron, Begini Kata Maruarar dan Kepala BPS",https://ekonomi.bisnis.com/read/20250826/9/1905965/data-program-3-juta-rumah-belum-sinkron-begini-kata-maruarar-dan-kepala-bps,Neutral
17-11-2020,CNBC Indonesia,"VIDEOGojek Disuntik Rp 2,1 T Hingga The Fed Borong Surat UtangNews5 tahun yang lalu",https://www.cnbcindonesia.com/news/20201117182720-8-202556/gojek-disuntik-rp-21-t-hingga-the-fed-borong-surat-utang,Neutral
10-04-2020,Bisnis.com,"Belum Ada Kompensasi, Organda Ambil Sikap Pragmatis dan Oportunis10 Apr 2020 | 19:30 WIB",https://ekonomi.bisnis.com/read/20200410/98/1225433/belum-ada-kompensasi-organda-ambil-sikap-pragmatis-dan-oportunis,Neutral
10-11-2018,Bisnis.com,Polisi Turki Hentikan Pencarian Jasad Jamal Khashoggi,https://kabar24.bisnis.com/read/20181110/19/858565/polisi-turki-hentikan-pencarian-jasad-jamal-khashoggi,Neutral
08-10-2024,Bisnis.com,"Ancaman Darurat Sampah Bandung Raya Jilid II, Pasar Caringin Disorot08 Okt 2024 | 21:30 WIB",https://bandung.bisnis.com/read/20241008/549/1805924/ancaman-darurat-sampah-bandung-raya-jilid-ii-pasar-caringin-disorot,Negative
20-07-2025,Bisnis.com,"Prabowo Hadiri Kongres PSI di Solo, Yel-yel Dua Periode Menggema",https://kabar24.bisnis.com/read/20250720/15/1894732/prabowo-hadiri-kongres-psi-di-solo-yel-yel-dua-periode-menggema,Neutral
13-08-2018,Bisnis.com,BNI dan Mandiri Dapat Tambahan Plafon KUR Rp3 Triliun,https://finansial.bisnis.com/read/20180813/90/827634/bni-dan-mandiri-dapat-tambahan-plafon-kur-rp3-triliun,Positive
19-09-2025,Bisnis.com,PNM Raih Penghargaan Spesial di Bisnis Indonesia Financial Awards (BIFA) 2025,https://finansial.bisnis.com/read/20250919/89/1913007/pnm-raih-penghargaan-spesial-di-bisnis-indonesia-financial-awards-bifa-2025,Neutral
19-11-2020,CNBC Indonesia,VIDEOBTS Sabet Sertifikat Platinum Dari ASLifestyle5 tahun yang lalu,https://www.cnbcindonesia.com/lifestyle/20201119190401-35-203208/bts-sabet-sertifikat-platinum-dari-as,Neutral
08-05-2022,Bisnis.com,"Jelang RUPS TUGU: Setelah Presdir, Satu Direksi & Komisaris Ikut Mengundurkan Diri08 Mei 2022 | 19:51 WIB",https://finansial.bisnis.com/read/20220508/215/1530888/jelang-rups-tugu-setelah-presdir-satu-direksi-komisaris-ikut-mengundurkan-diri,Negative
13-09-2020,Bisnis.com,Kunci Laju Kencang Kendaraan Listrik China13 Sep 2020 | 21:46 WIB,https://otomotif.bisnis.com/read/20200913/275/1291061/kunci-laju-kencang-kendaraan-listrik-china,Neutral
26-09-2021,Bisnis.com,Tingkat CDS Indonesia Diyakini Stabil Hingga Akhir 2021,https://market.bisnis.com/read/20210926/92/1447045/tingkat-cds-indonesia-diyakini-stabil-hingga-akhir-2021,Neutral
17-09-2022,CNBC Indonesia,"Jokowi Panen! 13 Jalan Tol Baru Antre, Beres Tahun IniNews3 tahun yang lalu",https://www.cnbcindonesia.com/news/20220917203905-4-372957/jokowi-panen-13-jalan-tol-baru-antre-beres-tahun-ini,Neutral
13-01-2019,Bisnis.com,"BPJS Kesehatan Kedeputian Sumsel, Babel, & Bengkulu Pindah Kantor13 Jan 2019 | 21:04 WIB",https://sumatra.bisnis.com/read/20190113/534/878147/bpjs-kesehatan-kedeputian-sumsel-babel-bengkulu-pindah-kantor,Neutral
12-06-2019,Bisnis.com,"Data CPI Kurang Memuaskan, Bursa AS Memerah",https://market.bisnis.com/read/20190612/7/933180/data-cpi-kurang-memuaskan-bursa-as-memerah,Negative
08-11-2020,Bisnis.com,"PHK Diharapkan Tak Berlanjut, Pelaku Industri Sepatu Bidik Ekspor08 Nov 2020 | 19:25 WIB",https://ekonomi.bisnis.com/read/20201108/12/1314996/phk-diharapkan-tak-berlanjut-pelaku-industri-sepatu-bidik-ekspor,Positive
04-05-2025,Bisnis.com,Prabowo Ingin Tekan Biaya Haji Lebih Murah dari Malaysia,https://kabar24.bisnis.com/read/20250504/15/1874161/prabowo-ingin-tekan-biaya-haji-lebih-murah-dari-malaysia,Neutral
06-10-2020,Bisnis.com,"Alih Wewenang Impor, Gappmi : Tanggung-jawab Bahan Baku di Kemenperin06 Okt 2020 | 22:36 WIB",https://ekonomi.bisnis.com/read/20201006/257/1301643/alih-wewenang-impor-gappmi-tanggung-jawab-bahan-baku-di-kemenperin,Neutral
29-12-2019,CNBC Indonesia,Berikut Sentimen Penggerak IHSG di Akhir 2019 & Awal 2020Market6 tahun yang lalu,https://www.cnbcindonesia.com/market/20191229204920-17-126360/berikut-sentimen-penggerak-ihsg-di-akhir-2019-awal-2020,Neutral
23-04-2019,Bisnis.com,"Pasca Kebakaran, Bandar Udara Internasional I Gusti Ngurah Rai Operasikan Kembali Seluruh Check-In Counter di Terminal Keberangkatan Domestik",https://ekonomi.bisnis.com/read/20190423/98/914839/pasca-kebakaran-bandar-udara-internasional-i-gusti-ngurah-rai-operasikan-kembali-seluruh-check-in-counter-di-terminal-keberangkatan-domestik,Neutral
04-02-2022,Bisnis.com,"Viral Video Kerumunan Warga saat Kunker Jokowi, Ini Kata Istana04 Feb 2022 | 21:24 WIB",https://kabar24.bisnis.com/read/20220204/15/1496861/viral-video-kerumunan-warga-saat-kunker-jokowi-ini-kata-istana,Neutral
31-01-2018,Bisnis.com,Aptrindo Inginkan Pengurangan Pajak Usaha Truk,https://ekonomi.bisnis.com/read/20180131/98/732928/aptrindo-inginkan-pengurangan-pajak-usaha-truk,Neutral
22-04-2024,Bisnis.com,"Subsidi Motor Listrik Sepi Peminat, Moeldoko Sebut 3 Hal Ini Jadi Penyebab",https://otomotif.bisnis.com/read/20240422/273/1759446/subsidi-motor-listrik-sepi-peminat-moeldoko-sebut-3-hal-ini-jadi-penyebab,Neutral
22-11-2020,Bisnis.com,"Kinerja Bervariasi, Waralaba Restoran dan Minimarket Masih Ekspansif22 Nov 2020 | 20:36 WIB",https://ekonomi.bisnis.com/read/20201122/12/1320947/kinerja-bervariasi-waralaba-restoran-dan-minimarket-masih-ekspansif,Neutral
18-03-2025,CNBC Indonesia,INTERNASIONALUpdate Ukraina: Rusia Serang Negara NATO-Putin Teken Dekrit PresidenNews11 bulan yang lalu,https://www.cnbcindonesia.com/news/20250318204835-4-619772/update-ukraina-rusia-serang-negara-nato-putin-teken-dekrit-presiden,Neutral
31-07-2025,Bisnis.com,"PPN Dihapus dan PPh Naik, Skema Baru Pajak Kripto Berlaku Mulai 1 Agustus 202531 Jul 2025 | 22:07 WIB",https://ekonomi.bisnis.com/read/20250731/259/1898322/ppn-dihapus-dan-pph-naik-skema-baru-pajak-kripto-berlaku-mulai-1-agustus-2025,Positive
30-03-2024,Bisnis.com,Ini Video Detik-detik Dahsyatnya Ledakan Gudang Amunisi Artileri Medan (Armed)30 Mar 2024 | 20:56 WIB,https://kabar24.bisnis.com/read/20240330/15/1753960/ini-video-detik-detik-dahsyatnya-ledakan-gudang-amunisi-artileri-medan-armed,Neutral
14-10-2025,Bisnis.com,Perusahaan Jepang-Indonesia Jajaki Kerja Sama JCM untuk Proyek Restorasi Lahan Basah,https://hijau.bisnis.com/read/20251014/653/1920315/perusahaan-jepang-indonesia-jajaki-kerja-sama-jcm-untuk-proyek-restorasi-lahan-basah,Neutral
19-02-2023,Bisnis.com,"Produksi Padi Sawahlunto Sumbar Tembus 8,32 Ton per Hektare19 Feb 2023 | 21:50 WIB",https://sumatra.bisnis.com/read/20230219/534/1629605/produksi-padi-sawahlunto-sumbar-tembus-832-ton-per-hektare,Neutral
17-01-2022,Bisnis.com,"Akuisisi Unit Glaxo, Unilever Harus Rogoh Kocek US$78,18 Miliar17 Jan 2022 | 21:07 WIB",https://ekonomi.bisnis.com/read/20220117/620/1490105/akuisisi-unit-glaxo-unilever-harus-rogoh-kocek-us7818-miliar,Positive
09-06-2024,Bisnis.com,YouTube Batasi Anak di Bawah Umur Tonton Konten Senjata09 Jun 2024 | 21:02 WIB,https://teknologi.bisnis.com/read/20240609/84/1772514/youtube-batasi-anak-di-bawah-umur-tonton-konten-senjata,Neutral
08-07-2021,Bisnis.com,Strategi AW Collections Laris Manis Jualan Hingga 2.000 Paket Per Hari,https://semarang.bisnis.com/read/20210708/536/1415704/strategi-aw-collections-laris-manis-jualan-hingga-2000-paket-per-hari,Neutral
10-07-2025,Bisnis.com,"Otoritas IKN, Kementan Hingga BGN, Ini 5  Lembaga Negara Paling Minim Habiskan Belanja10 Jul 2025 | 20:25 WIB",https://ekonomi.bisnis.com/read/20250710/9/1892194/otoritas-ikn-kementan-hingga-bgn-ini-5-lembaga-negara-paling-minim-habiskan-belanja,Neutral
27-12-2021,CNBC Indonesia,"INTERNASIONALDaftar Negatif Investasi China, Ada Harta Karun Tanah Jarang!News4 tahun yang lalu",https://www.cnbcindonesia.com/news/20211227181552-4-302453/daftar-negatif-investasi-china-ada-harta-karun-tanah-jarang,Negative
03-07-2022,Bisnis.com,"Lifting Migas Alami Tren Penurunan, Ini Pesan DPR ke Pemerintah",https://ekonomi.bisnis.com/read/20220703/44/1550787/lifting-migas-alami-tren-penurunan-ini-pesan-dpr-ke-pemerintah,Neutral
11-04-2021,Bisnis.com,Larangan Mudik Lebaran 2021 dan Sanksinya11 Apr 2021 | 22:55 WIB,https://video.bisnis.com/read/20210411/552/1379586/larangan-mudik-lebaran-2021-dan-sanksinya,Neutral
13-04-2018,Bisnis.com,Tata Motors Sabet Penghargaan Digital Populer Brand 201813 Apr 2018 | 23:57 WIB,https://otomotif.bisnis.com/read/20180413/275/784172/tata-motors-sabet-penghargaan-digital-populer-brand-2018-,Neutral
06-06-2023,Bisnis.com,"HM Sampoerna (HMSP) Segera Ubah Kemasan Rokoknya, Ini Sebabnya06 Jun 2023 | 20:33 WIB",https://market.bisnis.com/read/20230606/192/1662823/hm-sampoerna-hmsp-segera-ubah-kemasan-rokoknya-ini-sebabnya,Neutral
18-10-2025,Bisnis.com,BYD Pastikan 115.000 Mobil Listrik Recall Tak Ada di Indonesia18 Okt 2025 | 18:00 WIB,https://otomotif.bisnis.com/read/20251018/46/1921457/byd-pastikan-115000-mobil-listrik-recall-tak-ada-di-indonesia,Neutral
23-05-2020,Bisnis.com,Indonesia Bersiap Selenggarakan Asian Beach Games 202323 Mei 2020 | 22:22 WIB,https://bola.bisnis.com/read/20200523/60/1244169/indonesia-bersiap-selenggarakan-asian-beach-games-2023,Neutral
19-02-2025,Bisnis.com,Pendaki yang Hilang di Gunung Manglayang Berhasil Ditemukan19 Feb 2025 | 21:21 WIB,https://bandung.bisnis.com/read/20250219/549/1841070/pendaki-yang-hilang-di-gunung-manglayang-berhasil-ditemukan,Neutral
07-10-2019,Bisnis.com,BNI Sesuaikan Suku Bunga Simpanan dan Kredit07 Okt 2019 | 21:27 WIB,https://finansial.bisnis.com/read/20191007/90/1156453/bni-sesuaikan-suku-bunga-simpanan-dan-kredit,Neutral
01-04-2023,CNBC Indonesia,TRANSMART MIDNIGHT SALEIni Deretan Barang Banyak Diborong di Transmart Midnight SaleNews2 tahun yang lalu,https://www.cnbcindonesia.com/news/20230401221932-4-426530/ini-deretan-barang-banyak-diborong-di-transmart-midnight-sale,Neutral
29-06-2022,Bisnis.com,"Permudah Layanan, Taspen Bakal Perbanyak Pembukaan Gerai di Mal Pelayanan Publik29 Jun 2022 | 23:57 WIB",https://finansial.bisnis.com/read/20220629/215/1549646/permudah-layanan-taspen-bakal-perbanyak-pembukaan-gerai-di-mal-pelayanan-publik,Neutral
15-01-2025,Bisnis.com,Riset UI Ungkap Hilirisasi Kunci Industri Menuju Indonesia Emas 204515 Jan 2025 | 20:52 WIB,https://ekonomi.bisnis.com/read/20250115/44/1832042/riset-ui-ungkap-hilirisasi-kunci-industri-menuju-indonesia-emas-2045,Neutral
28-04-2018,Bisnis.com,PBB Prihatin Atas Situasi  di Jalur Gaza,https://kabar24.bisnis.com/read/20180428/19/789622/pbb-prihatin-atas-situasi-di-jalur-gaza,Neutral
11-09-2022,Bisnis.com,"Pacu Produksi Sorgum, PUPR Sediakan Pasokan Air di 3 Wilayah NTT11 Sep 2022 | 20:52 WIB",https://ekonomi.bisnis.com/read/20220911/45/1576332/pacu-produksi-sorgum-pupr-sediakan-pasokan-air-di-3-wilayah-ntt,Neutral
17-12-2020,CNBC Indonesia,BRI Insurance Raih 2 Penghargaan dari The FinanceMarket5 tahun yang lalu,https://www.cnbcindonesia.com/market/20201217203050-17-209923/bri-insurance-raih-2-penghargaan-dari-the-finance,Neutral
07-11-2025,CNBC Indonesia,"INTERNASIONALBandara Raksasa Tetangga RI Kacau, 200 Penerbangan LumpuhNews3 bulan yang lalu",https://www.cnbcindonesia.com/news/20251107180158-4-683331/bandara-raksasa-tetangga-ri-kacau-200-penerbangan-lumpuh,Neutral
27-11-2021,Bisnis.com,"Hasil Liga Indonesia: Persikabo Bungkam Persela, Ciro Bikin Hattrick",https://bola.bisnis.com/read/20211127/398/1471151/hasil-liga-indonesia-persikabo-bungkam-persela-ciro-bikin-hattrick,Neutral
19-05-2021,Bisnis.com,Wow Siswa SMK Yogyakarta Akan Merakit 5.000 Unit GeNose C19,https://ekonomi.bisnis.com/read/20210519/257/1395811/wow-siswa-smk-yogyakarta-akan-merakit-5000-unit-genose-c19,Neutral
